"ObsNo","Female","Age_Group","Education","Region","Pol_Interest","Econ_Ideology","Pol_Ideology","Party_Member","Urban","Participation","Participate_Binary","Participate_Pol","Participate_Ent","Participate_Ina","Censor_Support","Censor_Pol_Support","Censor_Ent_Support","Responsibility_Gov","Gov_Assess","calibWeight"
1,0,3,4,1,3,3,4,0,1,3,1,3,3,3,4,3,4,8,4,0.222419929
2,0,2,3,2,1,2,3,0,0,1,0,1,1,1,2,2,4,3,4,0.222419929
3,0,2,3,2,4,3,3,0,1,1,0,1,1,1,3,4,4,6,3,0.222419929
4,1,3,4,4,4,5,2,1,1,2,1,1,1,2,2,4,2,7,4,0.222419929
5,0,3,4,2,5,4,1,1,1,4,1,4,1,4,4,5,4,3,4,0.222419929
6,1,2,4,4,5,4,3,0,1,2,1,1,1,2,5,5,5,10,5,0.222419929
7,1,NA,4,1,3,5,1,0,NA,1,0,1,1,1,2,4,3,3,4,0.224034476
8,0,2,4,6,4,2,2,0,1,1,0,1,1,1,1,4,3,2,2,0.222419929
9,0,2,4,4,4,1,1,0,1,2,1,1,1,2,1,5,5,7,2,0.222419929
10,0,3,4,2,4,4,1,0,1,3,1,3,3,3,5,4,5,3,5,0.222419929
11,0,4,4,2,4,4,5,0,1,1,0,1,1,1,3,5,4,5,4,0.222419929
12,1,2,4,1,6,4,4,1,1,1,0,1,1,1,5,4,4,5,5,0.501949734
13,1,2,4,1,1,2,3,0,0,3,1,1,1,3,1,4,1,1,3,0.222419929
14,1,4,4,6,4,3,3,0,1,2,1,1,1,2,2,5,3,2,4,0.222419929
15,0,4,4,2,3,5,4,0,1,1,0,1,1,1,2,2,2,3,4,0.222419929
16,1,3,4,1,4,4,2,0,1,1,0,1,1,1,3,4,4,2,4,0.707379899
17,0,3,4,4,5,3,5,0,1,2,1,1,1,2,5,5,5,10,5,0.222419929
18,0,4,3,5,3,5,5,0,1,1,0,1,1,1,3,3,1,3,3,0.222419929
19,0,3,3,1,2,4,2,0,1,4,1,4,1,4,5,5,4,3,4,0.222419929
20,0,3,4,1,4,5,5,1,1,1,0,1,1,1,4,4,4,5,5,0.222419929
21,1,3,4,3,5,1,1,0,1,1,0,1,1,1,1,5,5,10,1,0.232173727
22,0,4,4,5,3,4,4,0,1,1,0,1,1,1,3,2,2,3,4,0.222419929
23,1,3,4,5,4,2,2,1,1,1,0,1,1,1,1,2,4,3,2,0.232173727
24,1,3,3,2,4,3,2,0,1,1,0,1,1,1,3,4,4,5,4,0.222419929
25,1,3,4,2,5,2,5,0,1,2,1,1,1,2,4,3,2,4,4,0.222419929
26,0,2,3,2,3,4,2,0,1,3,1,1,3,1,4,4,4,5,4,0.222419929
27,0,3,4,1,4,2,4,0,1,2,1,1,1,2,1,2,2,2,2,0.222419929
28,0,2,4,3,6,4,1,1,1,5,1,5,1,5,5,5,4,4,5,0.222419929
29,1,4,3,2,5,5,5,0,1,1,0,1,1,1,3,3,3,2,4,0.222419929
30,1,3,4,1,3,5,3,0,1,1,0,1,1,1,4,3,4,4,5,0.707379899
31,0,2,2,2,1,5,3,0,0,2,1,2,2,2,3,3,3,3,5,0.232238469
32,0,3,4,1,4,5,5,0,1,1,0,1,1,1,5,5,1,1,5,0.222419929
33,0,3,4,4,5,5,1,0,1,1,0,1,1,1,2,5,4,5,2,0.222419929
34,0,2,4,4,4,4,1,0,1,4,1,4,4,4,5,5,4,3,5,0.222419929
35,1,3,4,3,6,4,4,0,1,3,1,3,1,1,1,4,4,3,4,0.232173727
36,0,3,4,1,5,5,2,1,1,4,1,4,4,4,4,3,4,3,3,0.222419929
37,0,2,4,6,5,3,5,0,0,2,1,1,1,2,3,2,1,0,5,0.222419929
38,1,4,4,6,4,4,3,0,1,3,1,3,1,3,1,5,2,5,4,0.222419929
39,0,4,3,1,6,4,4,0,1,3,1,1,1,3,4,4,3,5,3,0.222419929
40,0,3,5,3,5,5,3,0,1,1,0,1,1,1,3,4,3,5,4,0.222419929
41,1,4,5,3,6,5,5,1,1,2,1,1,1,2,4,2,4,3,4,0.232173727
42,0,3,3,5,3,3,3,0,1,4,1,1,1,4,2,4,4,3,3,0.222419929
43,0,2,4,2,3,5,1,0,1,4,1,4,1,4,4,4,3,3,4,0.222419929
44,1,3,4,1,4,4,2,0,1,1,0,1,1,1,4,4,4,3,4,0.707379899
45,1,4,4,3,5,4,4,0,1,1,0,1,1,1,3,3,2,5,4,0.232173727
46,1,3,4,2,6,4,NA,0,0,1,0,1,1,1,4,5,4,5,5,0.222419929
47,1,3,4,1,6,4,3,0,1,1,0,1,1,1,3,3,3,5,4,0.707379899
48,0,2,3,1,3,4,2,1,1,4,1,4,4,4,5,5,4,5,5,0.222419929
49,0,2,3,3,4,2,2,1,0,1,0,1,1,1,4,4,4,4,4,0.222419929
50,0,3,3,1,4,3,3,0,1,3,1,3,3,3,4,4,3,5,4,0.222419929
51,0,3,3,2,3,4,2,1,1,4,1,4,4,1,4,4,4,2,4,0.222419929
52,0,3,4,1,2,5,2,0,1,4,1,4,1,4,3,3,4,2,4,0.222419929
53,0,2,3,3,4,2,4,0,1,3,1,1,1,3,2,3,4,3,3,0.222419929
54,1,3,4,6,4,4,5,0,1,1,0,1,1,1,3,3,3,3,4,0.222419929
55,0,4,4,2,2,4,3,0,1,1,0,1,1,1,3,4,3,4,4,0.222419929
56,0,2,4,3,2,4,1,1,1,4,1,4,4,4,5,4,4,3,5,0.222419929
57,1,3,4,4,4,4,3,1,1,1,0,1,1,1,3,4,2,1,4,0.222419929
58,1,3,3,4,4,3,2,0,1,1,0,1,1,1,5,4,5,5,4,0.222419929
59,0,2,4,3,3,4,3,1,1,2,1,2,1,1,3,2,4,3,5,0.222419929
60,1,2,3,3,3,5,2,1,1,4,1,4,4,4,4,4,4,3,4,0.232173727
61,0,3,2,3,1,4,5,1,1,5,1,5,1,5,5,NA,3,3,2,3.511892077
62,0,2,2,3,2,4,4,1,1,5,1,1,5,5,3,4,5,3,4,3.511892077
63,0,3,2,3,2,4,5,0,1,5,1,5,1,5,4,4,4,6,4,3.511892077
64,0,2,2,3,1,4,5,0,1,5,1,5,5,5,4,5,NA,3,5,3.511892077
65,0,3,4,5,2,4,3,1,1,1,0,1,1,1,4,3,5,2,5,0.222419929
66,1,3,4,2,3,4,NA,0,0,3,1,3,3,1,3,5,2,2,5,0.222419929
67,1,2,4,3,5,2,5,0,1,4,1,1,1,4,3,3,2,4,3,0.232173727
68,0,2,4,3,3,3,3,0,1,3,1,1,1,3,4,4,4,7,4,0.222419929
69,0,3,4,3,6,4,2,0,1,3,1,3,3,3,4,3,2,2,5,0.222419929
70,0,2,3,2,2,4,3,0,0,2,1,1,1,2,4,3,3,3,3,0.222419929
71,0,2,3,3,2,5,3,0,1,1,0,1,1,1,4,4,3,3,4,0.222419929
72,0,2,4,1,4,3,3,1,1,1,0,1,1,1,3,3,2,3,4,0.222419929
73,1,3,4,1,3,3,1,1,1,3,1,1,3,3,4,5,4,6,2,0.707379899
74,0,3,4,2,2,3,3,0,1,1,0,1,1,1,3,3,2,4,5,0.222419929
75,0,2,4,3,3,4,2,0,1,1,0,1,1,1,4,4,2,4,4,0.222419929
76,0,2,3,3,3,2,4,0,1,1,0,1,1,1,4,2,3,4,3,0.222419929
77,1,3,4,2,3,3,3,1,1,3,1,3,1,3,3,3,5,5,3,0.222419929
78,0,2,3,2,3,3,2,0,0,3,1,3,3,3,3,3,3,3,3,0.222419929
79,0,2,3,2,4,3,3,0,0,2,1,1,2,2,2,3,3,4,4,0.222419929
80,0,2,2,3,3,4,3,0,0,2,1,1,2,2,2,3,2,4,3,0.299543499
81,0,2,3,4,4,3,3,0,0,3,1,3,3,3,3,4,3,3,3,0.222419929
82,1,2,4,2,3,4,2,0,1,1,0,1,1,1,4,4,2,3,4,0.222419929
83,0,2,3,2,4,3,5,0,1,1,0,1,1,1,3,3,1,3,4,0.222419929
84,0,4,4,1,3,3,2,0,1,2,1,1,1,2,4,4,5,4,4,0.222419929
85,1,3,4,2,2,5,2,1,1,1,0,1,1,1,5,5,5,4,4,0.222419929
86,1,3,4,2,4,3,2,0,1,1,0,1,1,1,3,4,3,4,4,0.222419929
87,1,3,3,3,2,3,2,1,1,4,1,1,4,4,5,4,3,5,3,0.232173727
88,0,2,4,2,4,2,3,1,1,1,0,1,1,1,3,2,3,5,3,0.222419929
89,1,3,4,1,2,3,4,0,0,1,0,1,1,1,3,4,3,4,4,0.222419929
90,0,2,4,1,2,3,3,0,1,1,0,1,1,1,4,4,4,3,4,0.222419929
91,0,3,4,2,5,3,2,0,1,1,0,1,1,1,3,4,2,2,4,0.222419929
92,0,4,4,3,2,4,4,1,0,3,1,3,1,3,4,4,4,2,4,0.222419929
93,0,2,3,1,4,3,4,1,1,1,0,1,1,1,4,3,3,4,4,0.222419929
94,0,3,4,1,4,4,3,1,1,4,1,1,4,4,4,4,5,3,4,0.222419929
95,0,2,4,2,2,4,2,0,1,1,0,1,1,1,3,4,3,2,4,0.222419929
96,0,2,4,1,2,4,3,0,1,1,0,1,1,1,3,3,4,4,4,0.222419929
97,0,2,4,1,3,3,2,0,1,2,1,1,1,2,4,4,3,5,3,0.222419929
98,1,3,4,3,2,3,3,0,1,1,0,1,1,1,2,2,3,2,4,0.232173727
99,1,3,4,2,4,3,3,0,1,1,0,1,1,1,3,3,3,3,4,0.222419929
100,1,3,4,2,4,3,3,0,1,1,0,1,1,1,3,4,3,4,3,0.222419929
101,1,3,4,6,4,3,3,0,1,1,0,1,1,1,3,3,3,3,4,0.222419929
102,0,3,4,1,4,4,1,1,1,4,1,1,4,4,4,4,4,5,4,0.222419929
103,0,3,4,1,4,3,2,0,1,1,0,1,1,1,2,4,2,5,4,0.222419929
104,0,3,4,2,2,3,3,0,1,1,0,1,1,1,3,3,4,4,3,0.222419929
105,0,2,3,4,3,5,4,0,0,3,1,3,1,3,2,3,2,1,5,0.222419929
106,0,4,4,1,3,3,2,0,0,3,1,3,1,3,4,4,3,5,3,0.222419929
107,1,3,4,3,4,3,3,1,1,1,0,1,1,1,3,3,3,3,3,0.232173727
108,0,2,4,3,5,5,4,0,0,4,1,4,1,4,4,4,1,2,5,0.222419929
109,1,2,3,3,5,3,2,0,0,1,0,1,1,1,5,4,2,4,3,0.222419929
110,0,4,4,3,2,4,2,1,1,5,1,5,5,1,2,4,4,3,4,0.222419929
111,0,4,4,3,3,4,2,1,0,3,1,3,3,3,4,4,4,2,4,0.222419929
112,1,2,4,2,5,5,4,0,0,1,0,1,1,1,4,2,4,4,5,0.222419929
113,0,3,3,5,1,NA,2,1,1,NA,NA,NA,NA,NA,1,2,2,5,3,0.222419929
114,0,4,3,5,1,4,2,0,1,NA,NA,NA,NA,NA,3,3,4,3,NA,0.222419929
115,1,3,2,4,4,4,4,0,0,2,1,1,1,2,4,3,2,4,2,2.565117498
116,1,2,2,1,3,3,4,0,0,2,1,1,1,2,4,4,3,6,4,3.558718861
117,1,3,2,5,2,4,2,0,1,2,1,2,2,2,3,3,4,5,4,3.558718861
118,0,1,2,1,1,3,3,0,0,5,1,5,5,5,3,3,1,5,3,2.072789484
119,1,1,2,6,4,4,2,0,1,1,0,1,1,1,2,4,4,3,5,3.558718861
120,0,3,2,3,4,3,3,0,0,1,0,1,1,1,4,3,3,5,4,0.456357405
121,1,3,2,5,2,3,2,0,1,1,0,1,1,1,3,3,4,3,4,3.558718861
122,0,3,2,6,5,3,2,0,0,4,1,4,4,4,4,4,4,5,3,0.232238469
123,0,3,2,6,5,5,3,0,1,4,1,4,1,4,2,4,4,4,2,3.412350848
124,0,1,2,2,5,4,1,0,1,3,1,3,1,3,4,5,4,3,4,3.214676079
125,0,1,2,2,5,4,2,0,1,2,1,2,1,2,4,4,4,3,4,3.214676079
126,1,1,1,2,4,2,5,0,1,1,0,1,1,1,NA,1,NA,4,2,3.558718861
127,0,1,2,2,1,4,4,0,1,3,1,1,3,3,4,3,1,3,4,3.214676079
128,0,1,2,4,5,3,3,0,1,1,0,1,1,1,2,5,5,5,2,3.214676079
129,1,1,2,1,4,3,3,0,1,1,0,1,1,1,3,3,3,4,4,3.558718861
130,1,2,3,4,6,5,4,1,1,1,0,1,1,1,5,4,4,6,5,0.222419929
131,1,2,3,2,4,2,2,0,1,1,0,1,1,1,2,5,3,4,3,0.222419929
132,1,2,3,2,6,5,1,0,1,5,1,5,5,5,4,5,4,2,5,0.222419929
133,1,2,3,1,5,5,1,0,1,4,1,4,1,4,4,5,4,4,5,0.501949734
134,1,2,3,4,4,4,4,0,1,2,1,2,1,2,2,1,4,2,4,0.222419929
135,0,1,2,2,3,4,2,0,1,3,1,3,1,3,2,2,2,0,5,3.214676079
136,1,2,1,2,1,3,3,NA,0,2,1,1,1,2,3,2,4,3,4,1.683689717
137,1,2,3,2,2,3,4,0,0,2,1,2,2,2,2,2,3,3,3,0.222419929
138,1,2,3,4,4,5,3,0,0,2,1,1,1,2,2,4,3,2,5,0.222419929
139,1,2,3,1,4,4,3,0,1,2,1,1,1,2,3,3,4,4,4,0.501949734
140,1,2,3,6,5,3,3,0,0,1,0,1,1,1,3,3,3,8,3,0.222419929
141,1,2,3,4,5,3,3,0,1,4,1,4,1,4,3,3,3,8,3,0.222419929
142,1,2,3,2,3,3,3,0,0,3,1,3,1,3,3,5,5,4,4,0.222419929
143,1,2,3,2,3,3,2,0,1,4,1,1,1,4,3,4,3,4,3,0.222419929
144,1,2,4,4,6,3,3,0,1,1,0,1,1,1,3,3,3,5,5,0.222419929
145,0,2,4,4,5,3,2,1,1,1,0,1,1,1,5,4,2,1,5,0.222419929
146,1,3,3,4,4,4,3,0,1,3,1,1,1,3,3,4,2,4,4,0.222419929
147,1,2,3,4,6,1,5,0,1,2,1,1,1,2,5,5,1,3,5,0.222419929
148,1,3,4,1,5,5,2,0,1,4,1,4,4,1,4,4,5,3,4,0.707379899
149,1,2,3,3,4,5,3,1,1,1,0,1,1,1,2,4,2,2,4,0.232173727
150,1,3,4,4,5,5,2,0,1,1,0,1,1,1,4,5,5,5,5,0.222419929
151,0,3,4,3,3,5,5,0,1,1,0,1,1,1,5,4,2,3,5,0.222419929
152,1,4,4,5,5,4,4,1,1,1,0,1,1,1,4,2,3,5,4,0.232173727
153,0,4,4,2,4,4,5,0,1,1,0,1,1,1,4,4,1,5,3,0.222419929
154,0,3,4,3,5,2,4,0,1,1,0,1,1,1,4,2,2,5,5,0.222419929
155,1,2,4,3,4,3,5,0,1,1,0,1,1,1,2,3,2,3,4,0.232173727
156,0,2,4,6,5,2,3,0,1,1,0,1,1,1,2,5,5,3,5,0.222419929
157,0,3,4,3,5,2,4,0,1,1,0,1,1,1,4,2,4,7,5,0.222419929
158,0,4,2,3,5,2,5,0,1,1,0,1,1,1,3,4,3,5,4,3.511892077
159,1,3,2,3,3,2,3,0,0,1,0,1,1,1,4,4,2,3,5,3.558718861
160,0,3,5,1,4,5,5,1,1,3,1,1,1,3,5,1,2,4,4,0.222419929
161,1,3,3,1,3,1,2,0,0,1,0,1,1,1,1,2,1,0,5,0.222419929
162,0,4,3,3,6,4,5,0,1,2,1,1,1,2,2,5,1,1,5,0.222419929
163,0,3,4,3,6,4,2,0,1,1,0,1,1,1,2,4,2,2,3,0.222419929
164,1,2,2,2,1,3,2,1,0,1,0,1,1,1,3,3,3,5,3,1.683689717
165,0,3,4,4,5,4,4,0,0,3,1,3,1,3,3,4,2,5,4,0.222419929
166,0,2,4,2,4,5,1,0,1,3,1,3,1,3,5,5,5,4,4,0.222419929
167,0,4,4,2,4,4,5,0,1,1,0,1,1,1,2,4,4,5,4,0.222419929
168,0,3,4,6,5,3,4,0,1,1,0,1,1,1,4,2,2,3,4,0.222419929
169,1,2,2,5,2,3,3,0,0,1,0,1,1,1,4,4,3,7,4,3.558718861
170,1,2,4,5,3,3,3,1,1,3,1,3,1,3,3,4,1,6,3,0.232173727
171,1,2,4,1,6,5,4,1,1,1,0,1,1,1,5,5,5,7,5,0.501949734
172,0,4,4,5,4,3,3,0,1,3,1,3,1,3,2,3,2,2,4,0.222419929
173,0,3,4,2,6,2,2,1,1,5,1,5,5,5,5,5,5,2,5,0.222419929
174,0,2,4,6,2,3,3,0,1,2,1,1,1,2,3,3,3,4,5,0.222419929
175,0,3,3,5,2,1,5,0,1,4,1,4,4,4,2,1,2,1,4,0.222419929
176,1,3,4,1,3,3,2,0,1,4,1,4,4,1,5,3,4,3,3,0.707379899
177,0,3,4,6,5,3,4,0,1,1,0,1,1,1,3,2,4,6,4,0.222419929
178,0,2,4,3,2,4,5,0,0,1,0,1,1,1,4,4,4,4,4,0.222419929
179,1,3,4,2,4,5,1,1,1,5,1,5,5,5,5,5,5,3,5,0.222419929
180,1,3,3,4,3,4,4,0,0,1,0,1,1,1,2,4,1,2,5,0.222419929
181,1,2,4,4,5,5,1,1,1,4,1,4,4,4,5,4,5,3,5,0.222419929
182,0,3,4,5,5,2,4,0,1,1,0,1,1,1,4,2,2,6,4,0.222419929
183,0,2,4,3,5,5,1,0,1,4,1,4,1,4,5,2,1,2,5,0.222419929
184,0,4,2,6,3,4,3,0,1,2,1,2,2,2,5,4,4,5,5,3.412350848
185,1,4,2,1,1,4,3,0,1,2,1,1,2,1,5,NA,3,1,4,3.558718861
186,0,3,5,4,5,5,2,1,1,3,1,3,1,3,5,5,4,3,4,0.222419929
187,0,2,4,3,4,2,5,1,1,1,0,1,1,1,2,2,2,3,4,0.222419929
188,0,4,3,3,3,3,4,0,0,1,0,1,1,1,2,4,2,7,5,0.222419929
189,1,NA,3,1,5,5,4,0,NA,1,0,1,1,1,4,3,1,3,4,0.224034476
190,1,4,3,2,5,4,5,0,1,1,0,1,1,1,3,2,3,3,4,0.222419929
191,1,3,4,2,3,4,2,0,1,1,0,1,1,1,3,3,3,3,3,0.222419929
192,0,3,4,3,4,5,2,1,1,3,1,3,3,3,4,5,NA,5,5,0.222419929
193,0,5,4,3,3,3,4,0,1,1,0,1,1,1,4,4,3,1,4,0.222419929
194,0,3,4,2,4,5,2,1,1,4,1,4,1,4,5,5,4,4,5,0.222419929
195,0,3,4,2,4,5,3,0,1,2,1,1,1,2,3,3,1,2,4,0.222419929
196,1,3,4,4,5,4,4,0,1,2,1,1,1,2,4,3,2,3,4,0.222419929
197,0,2,4,2,4,3,3,0,1,2,1,1,1,2,1,2,3,3,4,0.222419929
198,1,2,4,4,5,1,4,0,0,2,1,1,2,2,4,3,2,3,5,0.222419929
199,0,3,4,2,6,5,5,0,0,2,1,1,1,2,3,2,2,3,5,0.222419929
200,0,2,3,3,2,4,2,0,1,2,1,1,1,2,4,4,4,3,4,0.222419929
201,0,3,3,2,3,4,3,0,1,4,1,4,4,4,3,2,4,1,4,0.222419929
202,0,3,4,2,3,4,5,0,1,1,0,1,1,1,2,1,1,4,3,0.222419929
203,0,3,5,6,3,5,2,1,1,1,0,1,1,1,2,4,1,6,3,0.222419929
204,1,3,4,4,4,2,4,1,0,1,0,1,1,1,4,2,2,5,4,0.222419929
205,0,4,5,5,4,4,1,1,1,3,1,3,3,3,5,5,4,3,5,0.222419929
206,1,3,4,4,2,4,3,0,0,2,1,1,1,2,3,4,4,6,4,0.222419929
207,0,3,4,6,3,3,5,0,1,1,0,1,1,1,3,3,2,2,2,0.222419929
208,0,3,4,3,5,5,5,0,1,2,1,1,1,2,5,5,1,3,5,0.222419929
209,0,3,4,1,5,3,5,1,1,3,1,3,1,3,4,3,2,4,5,0.222419929
210,1,4,4,1,2,1,3,0,1,1,0,1,1,1,3,4,2,4,4,0.56609755
211,1,3,4,3,3,4,4,1,0,2,1,1,1,2,2,2,4,5,3,0.222419929
212,0,3,4,3,3,4,4,0,1,2,1,1,1,2,3,2,2,5,4,0.222419929
213,1,2,4,1,5,3,4,0,0,2,1,1,1,2,2,3,3,3,2,0.222419929
214,0,3,1,3,4,3,3,1,0,3,1,1,1,3,3,3,3,0,NA,0.456357405
215,0,2,4,2,5,5,1,1,1,4,1,4,4,4,5,5,4,4,5,0.222419929
216,0,3,4,3,3,3,2,0,1,4,1,4,4,1,4,4,3,2,4,0.222419929
217,0,2,4,2,6,4,3,0,1,1,0,1,1,1,2,2,2,4,4,0.222419929
218,0,2,4,1,3,4,4,0,0,4,1,1,1,4,2,2,1,2,2,0.222419929
219,0,2,4,3,3,3,3,0,1,4,1,1,1,4,4,4,2,5,3,0.222419929
220,0,4,3,3,4,4,3,0,1,3,1,1,1,3,3,3,3,4,3,0.222419929
221,0,3,4,3,2,2,5,1,1,1,0,1,1,1,2,3,3,5,3,0.222419929
222,0,3,5,6,4,5,1,1,1,4,1,4,4,1,5,5,5,3,5,0.222419929
223,0,2,4,2,3,5,3,0,1,3,1,3,1,3,3,3,4,3,4,0.222419929
224,0,3,5,4,4,2,3,0,1,3,1,3,3,3,3,3,2,5,3,0.222419929
225,0,NA,4,1,6,3,3,0,NA,1,0,1,1,1,3,5,5,4,5,0.222419929
226,1,3,4,2,6,5,5,0,1,3,1,3,1,1,3,4,3,5,4,0.222419929
227,0,2,4,4,3,5,4,0,1,2,1,1,1,2,2,4,2,3,5,0.222419929
228,0,3,4,3,4,4,3,0,1,4,1,4,1,4,4,4,3,1,3,0.222419929
229,1,NA,4,2,6,3,3,0,NA,1,0,1,1,1,3,3,3,2,3,0.222419929
230,0,3,4,3,3,2,4,0,1,4,1,1,1,4,3,3,3,2,3,0.222419929
231,0,3,4,5,5,5,1,1,1,3,1,3,3,3,5,4,5,3,5,0.222419929
232,1,2,3,3,2,5,1,0,1,3,1,3,3,3,3,3,3,5,5,0.232173727
233,1,NA,4,3,6,3,3,0,NA,1,0,1,1,1,3,3,3,3,3,0.223662851
234,1,NA,4,4,5,3,3,0,NA,1,0,1,1,1,3,3,3,3,3,0.222419929
235,0,3,4,4,4,4,4,0,1,4,1,4,1,4,3,4,3,2,4,0.222419929
236,0,3,4,3,3,2,3,0,1,3,1,1,3,3,4,3,3,3,4,0.222419929
237,0,3,4,1,5,4,5,0,1,4,1,1,4,4,5,4,3,3,4,0.222419929
238,0,4,4,1,6,5,5,0,1,1,0,1,1,1,5,4,1,2,4,0.222419929
239,0,4,5,1,5,4,1,1,1,3,1,3,3,3,5,5,5,4,5,0.222419929
240,0,4,4,6,4,4,5,0,1,1,0,1,1,1,4,4,2,5,4,0.222419929
241,1,4,1,3,5,3,1,0,0,2,1,1,1,2,3,5,5,5,5,3.558718861
242,0,3,3,1,5,5,2,0,1,1,0,1,1,1,4,3,4,3,5,0.222419929
243,1,3,4,1,6,4,3,0,1,1,0,1,1,1,3,3,3,3,4,0.707379899
244,0,3,3,1,6,3,4,0,1,3,1,1,1,3,4,4,3,6,3,0.222419929
245,0,2,4,3,3,3,2,0,1,4,1,4,1,4,4,4,4,4,4,0.222419929
246,0,2,4,1,5,4,2,0,1,1,0,1,1,1,2,4,2,6,3,0.222419929
247,0,2,5,1,4,4,1,1,1,3,1,3,3,3,4,5,5,3,5,0.222419929
248,1,2,4,1,3,5,1,0,1,3,1,3,3,1,4,5,5,7,5,0.501949734
249,0,NA,4,1,5,4,2,0,1,4,1,4,4,1,4,4,4,3,4,0.222419929
250,0,2,4,2,3,5,4,0,1,3,1,3,1,1,3,3,NA,3,5,0.222419929
251,1,3,4,3,3,3,5,0,1,3,1,1,1,3,3,1,2,2,4,0.232173727
252,0,2,4,6,5,5,3,0,1,2,1,1,1,2,3,2,2,5,3,0.222419929
253,0,NA,4,2,6,5,5,0,NA,2,1,2,1,2,5,2,1,3,5,0.222419929
254,0,3,4,1,3,3,1,0,0,2,1,1,1,2,3,3,2,3,3,0.222419929
255,0,2,3,6,2,2,2,0,0,1,0,1,1,1,3,2,4,3,4,0.222419929
256,1,2,4,4,4,3,3,0,1,1,0,1,1,1,2,3,2,1,4,0.222419929
257,0,3,3,1,6,4,2,0,1,2,1,2,2,1,4,4,3,5,5,0.222419929
258,1,3,3,4,4,3,5,0,0,1,0,1,1,1,5,5,2,3,5,0.222419929
259,0,3,5,1,6,4,5,0,1,1,0,1,1,1,1,3,1,2,5,0.222419929
260,1,4,4,5,4,5,1,0,1,1,0,1,1,1,4,4,4,3,4,0.232173727
261,0,NA,3,4,2,5,4,0,NA,4,1,1,4,4,5,1,2,3,5,0.222419929
262,1,3,4,4,2,4,2,1,0,3,1,1,1,3,2,4,3,5,4,0.222419929
263,1,2,3,3,2,3,3,0,1,2,1,2,2,2,3,4,3,5,4,0.232173727
264,0,3,4,3,4,4,3,0,1,1,0,1,1,1,4,3,4,0,3,0.222419929
265,0,2,4,3,4,3,5,0,1,3,1,3,1,3,3,4,4,3,4,0.222419929
266,1,3,4,2,5,4,1,0,1,4,1,1,1,4,5,4,4,4,4,0.222419929
267,1,3,4,2,3,1,3,0,0,3,1,1,1,3,2,4,2,3,1,0.222419929
268,0,4,4,5,2,2,3,0,1,2,1,1,1,2,3,4,3,6,3,0.222419929
269,1,1,3,3,2,4,2,0,1,4,1,4,4,4,3,3,3,4,5,0.232173727
270,0,2,4,5,6,4,3,0,1,1,0,1,1,1,3,2,2,5,4,0.222419929
271,0,2,3,2,5,1,5,0,0,3,1,3,1,1,1,2,2,3,2,0.222419929
272,1,2,3,3,2,3,1,0,1,3,1,3,3,3,3,3,4,6,5,0.232173727
273,1,2,4,3,2,2,3,0,0,2,1,2,1,2,2,2,2,5,4,0.222419929
274,1,1,2,3,5,4,5,0,0,2,1,1,2,2,3,1,1,2,4,3.558718861
275,0,2,2,1,1,5,1,0,1,2,1,1,1,2,5,4,1,6,5,3.511892077
276,0,1,2,2,1,3,2,0,0,1,0,1,1,1,3,3,3,2,2,0.232238469
277,1,NA,4,5,5,3,3,0,1,1,0,1,1,1,3,3,3,5,3,0.232173727
278,1,2,3,3,4,4,1,0,1,4,1,4,4,4,3,3,3,5,5,0.232173727
279,0,4,4,3,5,2,4,1,0,2,1,2,1,2,3,3,1,3,5,0.222419929
280,0,5,4,3,5,5,3,0,1,2,1,1,1,2,4,3,4,5,5,0.222419929
281,1,3,4,3,5,4,3,0,1,1,0,1,1,1,3,3,4,2,4,0.232173727
282,1,2,1,2,2,3,1,0,0,1,0,1,1,1,3,4,2,2,4,1.683689717
283,1,3,4,3,5,4,3,0,1,2,1,1,2,2,4,2,1,2,4,0.232173727
284,1,2,4,3,4,5,5,0,1,3,1,3,1,3,4,4,4,3,5,0.232173727
285,1,3,4,1,4,3,2,0,1,1,0,1,1,1,3,4,5,6,4,0.707379899
286,0,3,2,6,3,4,2,0,0,1,0,1,1,1,4,4,3,5,4,0.232238469
287,1,2,4,3,2,4,1,0,1,5,1,5,5,5,3,3,3,2,5,0.232173727
288,1,3,3,6,2,4,2,0,1,2,1,2,1,2,1,4,3,4,4,0.222419929
289,0,2,3,1,2,4,3,0,1,5,1,5,5,5,2,3,3,2,5,0.222419929
290,1,2,4,4,3,2,4,0,0,2,1,1,1,2,2,2,1,3,5,0.222419929
291,0,2,4,1,4,3,4,1,1,1,0,1,1,1,3,3,2,5,4,0.222419929
292,1,2,4,3,6,1,5,1,1,1,0,1,1,1,3,3,1,4,5,0.232173727
293,1,2,3,3,2,3,2,0,1,4,1,1,4,4,3,3,4,5,5,0.232173727
294,0,2,4,3,6,4,4,1,1,3,1,1,1,3,1,4,2,1,4,0.222419929
295,0,3,4,4,4,1,5,0,1,1,0,1,1,1,4,4,4,4,5,0.222419929
296,1,3,2,3,6,3,5,0,1,3,1,1,1,3,5,1,5,10,5,3.558718861
297,0,2,4,2,5,4,1,0,0,2,1,2,1,2,2,4,4,2,4,0.222419929
298,0,3,4,2,4,4,5,0,1,2,1,1,1,2,5,5,4,3,5,0.222419929
299,1,4,4,4,1,5,3,0,1,1,0,1,1,1,3,3,3,2,4,0.222419929
300,0,NA,4,5,6,4,2,1,NA,2,1,2,1,2,4,4,3,4,5,0.222419929
